date_month,market_id,market_class,return_usd,risk_free_rate,excess_return,source,source_download_date,ret_fwd_1m,ret_fwd_3m,ret_fwd_6m,gpr_global,gprt_global,gpra_global,gpr_level_z,gpr_global_z,gpr_change,gpr_change_z,gpr_log_change,gpr_log_change_z,gpr_ar1_residual,gpr_ar1_residual_z,gprt_global_z,gpra_global_z,gdelt_risk_raw,gdelt_risk_z,sample_global_cycle,spread_em_dev,neg_ret_1m,left_tail_1m
2000-01-01,developed,developed,0.55,0.15,0.4,deterministic_sample,2026-06-15,0.5991,3.048,6.7623999999999995,135.0,83.7,51.3,2.584457343143944,2.584457343143944,,,,,,,2.5844566290674202,2.584457111470658,3.3673,-0.1919,0.0,0.46729999999999994,0,0
2000-01-01,emerging,emerging,1.0173,0.15,0.8673,deterministic_sample,2026-06-15,1.0442,5.131,9.4118,135.0,83.7,51.3,2.584457343143944,2.584457343143944,,,,,,,2.5844566290674202,2.584457111470658,3.3673,-0.1919,0.0,0.46729999999999994,0,0
2000-02-01,developed,developed,0.7491,0.15,0.5991,deterministic_sample,2026-06-15,1.5183,3.5473,7.6293,101.9959,63.2375,38.7584,0.046252448013518986,0.046252448013518986,-33.004099999999994,-4.837841909888983,-0.2803421620404736,-4.232698699846875,-28.02995949039385,-4.285693082905437,0.04625759462387359,0.04624362839003893,3.3322,-0.4442,0.0832,0.44510000000000005,0,0
2000-02-01,emerging,emerging,1.1942,0.15,1.0442,deterministic_sample,2026-06-15,2.8481,5.4386,9.8829,101.9959,63.2375,38.7584,0.046252448013518986,0.046252448013518986,-33.004099999999994,-4.837841909888983,-0.2803421620404736,-4.232698699846875,-28.02995949039385,-4.285693082905437,0.04625759462387359,0.04624362839003893,3.3322,-0.4442,0.0832,0.44510000000000005,0,0
2000-03-01,developed,developed,1.6683,0.15,1.5183,deterministic_sample,2026-06-15,0.9306,3.2752,7.643,103.9672,64.4596,39.5075,0.19785674292750258,0.19785674292750258,1.9712999999999994,0.2980653728119705,0.019142848383844502,0.29652542396844433,2.1255167621563373,0.3249848608698738,0.19784870225947293,0.19784914285196473,3.4657,0.5153,0.1659,1.3298,0,0
2000-03-01,emerging,emerging,2.9981,0.15,2.8481,deterministic_sample,2026-06-15,1.2387,4.0275,8.5412,103.9672,64.4596,39.5075,0.19785674292750258,0.19785674292750258,1.9712999999999994,0.2980653728119705,0.019142848383844502,0.29652542396844433,2.1255167621563373,0.3249848608698738,0.19784870225947293,0.19784914285196473,3.4657,0.5153,0.1659,1.3298,0,0
2000-04-01,developed,developed,1.0806,0.15,0.9306,deterministic_sample,2026-06-15,1.0984,3.7143999999999995,8.2785,105.8895,65.6515,40.238,0.34569265634156926,0.34569265634156926,1.9222999999999928,0.29087004532887145,0.018320632768216605,0.28409074887067143,2.3644057118125232,0.36151023364021034,0.34569375683018877,0.34569032335448363,3.4657,0.5153,0.2474,0.30809999999999993,0,0
2000-04-01,emerging,emerging,1.3887,0.15,1.2387,deterministic_sample,2026-06-15,1.3518,4.2808,8.768,105.8895,65.6515,40.238,0.34569265634156926,0.34569265634156926,1.9222999999999928,0.29087004532887145,0.018320632768216605,0.28409074887067143,2.3644057118125232,0.36151023364021034,0.34569375683018877,0.34569032335448363,3.4657,0.5153,0.2474,0.30809999999999993,0,0
2000-05-01,developed,developed,1.2484,0.15,1.0984,deterministic_sample,2026-06-15,1.2462,4.082,8.7475,107.7392,66.7983,40.9409,0.4879452126761684,0.4879452126761684,1.8496999999999986,0.28020921318044545,0.017317394391714203,0.2689183986740653,2.572538694069962,0.3933331152498284,0.48794454010202043,0.4879457179817534,3.4965,0.7366,0.3272,0.25339999999999985,0,0
2000-05-01,emerging,emerging,1.5018,0.15,1.3518,deterministic_sample,2026-06-15,1.437,4.4443,8.8102,107.7392,66.7983,40.9409,0.4879452126761684,0.4879452126761684,1.8496999999999986,0.28020921318044545,0.017317394391714203,0.2689183986740653,2.572538694069962,0.3933331152498284,0.48794454010202043,0.4879457179817534,3.4965,0.7366,0.3272,0.25339999999999985,0,0
2000-06-01,developed,developed,1.3962,0.15,1.2462,deterministic_sample,2026-06-15,1.3698,4.3678,9.0372,109.4935,67.886,41.6075,0.6228609609476652,0.6228609609476652,1.7543000000000006,0.26620035110110796,0.01615169482231238,0.25128908693196694,2.747269161365182,0.4200488568589662,0.6228644711839625,0.6228545898817939,3.4965,0.7366,0.4047,0.19080000000000008,0,0
2000-06-01,emerging,emerging,1.587,0.15,1.437,deterministic_sample,2026-06-15,1.492,4.5137,8.667200000000001,109.4935,67.886,41.6075,0.6228609609476652,0.6228609609476652,1.7543000000000006,0.26620035110110796,0.01615169482231238,0.25128908693196694,2.747269161365182,0.4200488568589662,0.6228644711839625,0.6228545898817939,3.4965,0.7366,0.4047,0.19080000000000008,0,0
